artisan,product name,principles,materials,processes,industrial scale items,regular price,regular price item,last price,unit price,image,url
olive mode,Cher Black Feather Crop Top,"woman owned, black owned",", , ,",", , ,",,Regular price,$68.00 USD,$68.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/IMG-3196.jpg?v=1702119185&width=533,https://www.olivemodeboutique.com/products/dressy-feather-trim-crop-top
olive mode,Chunky Tube Hoops Medium,"woman owned, black owned",", , ,",", , ,",,Regular price,$44.00 USD,$44.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/IMG-2819.heic?v=1697933637&width=533,https://www.olivemodeboutique.com/products/brenda-grands-jewelry-chunky-tube-hoops-medium
olive mode,Chunky Twisted Ring,"woman owned, black owned",", , ,",", , ,",,Regular price,$43.00 USD,$43.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/IMG-2816.heic?v=1697931636&width=533,https://www.olivemodeboutique.com/products/brenda-grands-jewelry-chunky-twisted-ring
olive mode,Cocktail Hour Chain Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,$38.00 USD,$38.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_be268bda-2e57-4c24-9012-b4cd1dd686dc.jpg?v=1634955910&width=533,https://www.olivemodeboutique.com/products/chain-black-dress
olive mode,Cocktail Picks,"woman owned, black owned",", , ,",", , ,",,Regular price,$9.00 USD,$9.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/04971454be2207790869f9729da50a25b839ae07f2e805c18e3b85602676c313.jpg?v=1696595754&width=533,https://www.olivemodeboutique.com/products/cocktail-picks-wholesale
olive mode,COSRX Acne Clear Pimple Master Patch kbeauty,"woman owned, black owned",", , ,",", , ,",,Regular price,$7.00 USD,$7.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/a807aa6f5767e7265e7d3727f0fa7f767a2f4bbcffb0c83cd8b109b80f6ebe38.jpg?v=1696595070&width=533,https://www.olivemodeboutique.com/products/cosrx-acne-clear-pimple-master-patch-kbeauty
olive mode,Countdown Sequince Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,From $120.00 USD,$120.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_c57febf3-ffb1-4f2f-a90c-0913f5a24796.jpg?v=1638733124&width=533,https://www.olivemodeboutique.com/products/celebration-dress
olive mode,Creamsicle Maxi Crochet Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,$72.00 USD,$72.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/image_c344bc08-76dc-442c-96e0-39b9900da344.heic?v=1684066882&width=533,https://www.olivemodeboutique.com/products/orange-maxi-crochet-dress
olive mode,Curved Shapewear Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,$24.00 USD,$24.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/06344cc6527fd3ff6426b7a9314e04789a3024778f62463cc8892ad762f9b3ca.jpg?v=1634168450&width=533,https://www.olivemodeboutique.com/products/2009-curved-craze-shapewear-dress-black
olive mode,Dionne Sweater Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,$118.00 USD,$118.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/Dionne-Dress.jpg?v=1698889994&width=533,https://www.olivemodeboutique.com/products/mini-sweater
olive mode,Donna Mirror Metallic Card Holder Wallet: Gold,"woman owned, black owned",", , ,",", , ,",,Regular price,$20.00 USD,$20.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/cca411be8d16af9fbd3ef8f071badf9cb8ac056971ffbf2602a064b89a2eff1e.jpg?v=1697332407&width=533,https://www.olivemodeboutique.com/products/afina-mirror-metallic-card-holder-wallet-gold
olive mode,Donna Mirror Metallic Card Holder Wallet: Silver,"woman owned, black owned",", , ,",", , ,",,Regular price,$20.00 USD,$20.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/a0c04dbe7ca96ea337f8842cc3042aa37e601c016632d08869a8ab843d2bb03d_788f521e-6b2d-49f9-b1d3-4834ef18b47d.jpg?v=1697332432&width=533,https://www.olivemodeboutique.com/products/afina-mirror-metallic-card-holder-wallet-silver
olive mode,Double Bar Earring,"woman owned, black owned",", , ,",", , ,",,Regular price,$52.00 USD,$52.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/6BB48CBA-55D7-4EE1-8CDA-0B6ABA6CB772.jpg?v=1697928543&width=533,https://www.olivemodeboutique.com/products/double-bar-earring
olive mode,Dr Jart Cryo Rubber™ Mask: Collagen,"woman owned, black owned",", , ,",", , ,",,Regular price,$15.00 USD,$15.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/97705953de098e1a37bfbe7ba75342097f0e67595df2082649f215f2da6df4a6.png?v=1696595084&width=533,https://www.olivemodeboutique.com/products/dr-jart-cryo-rubber%E2%84%A2-mask-collagen
olive mode,DR. JART+ Dermask Water Jet Vital Hydra Solution Sheet Mask,"woman owned, black owned",", , ,",", , ,",,Regular price,$7.00 USD,$7.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/692299467b88a8f4c9d1cb169818ed6fd680816f2e223fb50aad0e6f1cc30bc0.png?v=1680700232&width=533,https://www.olivemodeboutique.com/products/best-beauty-group-dr-jart-dermask-water-jet-vital-hydra-solution-sheet-mask
olive mode,DR. JART+ K Beauty Dermask Intra Jet Firming Solution,"woman owned, black owned",", , ,",", , ,",,Regular price,$7.00 USD,$7.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/f455c6912f25c768581be89d4549555feb03057215c0d9deda29a3721ac1d0a2.png?v=1680700228&width=533,https://www.olivemodeboutique.com/products/best-beauty-group-dr-jart-k-beauty-dermask-intra-jet-firming-solution
olive mode,Eco-Friendly Creaseless Clips 4pc Set - Black Terrazzo,"woman owned, black owned",", , ,",", , ,",,Regular price,$10.00 USD,$10.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/14df90a0ff994b5c57f0070fa542b384180765dd3ab5e8b8e9e8cb9c5dc48f6d.jpg?v=1696595129&width=533,https://www.olivemodeboutique.com/products/eco-friendly-creaseless-clips-4pc-set-black-terrazzo
olive mode,Emerald Satin Slit Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,From $72.00 USD,$72.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_480f828b-c34d-47a9-9465-cda505bf71f8.jpg?v=1627879081&width=533,https://www.olivemodeboutique.com/products/emerald-city-satin-slit-dress
olive mode,Equestrian Suede Jacket,"woman owned, black owned",", , ,",", , ,",,Regular price,From $48.00 USD,$48.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_ae61817b-c330-4b9d-bc00-5abc23031994.jpg?v=1634953697&width=533,https://www.olivemodeboutique.com/products/camel-cropped-suede-jacket
olive mode,"Evian Facial Spray - Evian Facial Spray, 1.7 oz","woman owned, black owned",", , ,",", , ,",,Regular price,$8.50 USD,$8.50 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/c7722e7afbb490a9e1d3b314412019fb49e497c1ab054e10ee198c5e28061bf9.jpg?v=1680700169&width=533,https://www.olivemodeboutique.com/products/evian-facial-spray-evian-facial-spray-1-7-oz
olive mode,Exfoliating Body Dry Brush,"woman owned, black owned",", , ,",", , ,",,Regular price,$14.00 USD,$14.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/a66e5db64693bfa45602fe983ab46ccd5fbc3aea76860e5c3e4d37c82c0a2f06.jpg?v=1696595139&width=533,https://www.olivemodeboutique.com/products/exfoliating-body-dry-brush
olive mode,Fairytale Ballerina Clutch,"woman owned, black owned",", , ,",", , ,",,Regular price,$70.00 USD,$70.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_e1403a49-9511-4803-977c-f46a0ae27622.heic?v=1670796479&width=533,https://www.olivemodeboutique.com/products/urban-expressions-shoshanna-evening-bag
olive mode,Fiji Black Woven Crossbody,"woman owned, black owned",", , ,",", , ,",,Regular price,$80.00 USD,$80.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_00bff48b-d51b-434b-a319-9315559986de.heic?v=1678281257&width=533,https://www.olivemodeboutique.com/products/urban-expressions-fiji-crossbody
olive mode,Francesca Gold Crystal Maxi Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,$158.00 USD,$158.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/IMG-0457.jpg?v=1698895775&width=533,https://www.olivemodeboutique.com/products/gold-crystal-maxi
olive mode,Giselle Mirror Metallic Crossbody: Gold,"woman owned, black owned",", , ,",", , ,",,Regular price,$70.00 USD,$70.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/6ccf649d1f119b84cf75479480336dcacd4f1b49d5fa4dd4d9e81fe4acb41b90.jpg?v=1696596009&width=533,https://www.olivemodeboutique.com/products/donna-mirror-metallic-crossbody-gold
olive mode,Giselle Mirror Metallic Crossbody: Silver,"woman owned, black owned",", , ,",", , ,",,Regular price,$70.00 USD,$70.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/b5f3aae82cfe831f11f1db6de79487b6d2c2cf146195bde52721485aa7fbe038_c4c223da-da3c-4a7e-a7c5-38e99a6495cb.jpg?v=1696596043&width=533,https://www.olivemodeboutique.com/products/donna-mirror-metallic-crossbody-silver
olive mode,Greece Twist Top,"woman owned, black owned",", , ,",", , ,",,Regular price,From $28.00 USD,$28.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_4c4cae14-5d83-43df-b771-3d05a7a178d8.jpg?v=1630889818&width=533,https://www.olivemodeboutique.com/products/greece-twist-top
olive mode,Halle Black Cutwork Maxi,"woman owned, black owned",", , ,",", , ,",,Regular price,$126.00 USD,$126.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/Halle-Dress_4.jpg?v=1698443698&width=533,https://www.olivemodeboutique.com/products/janet-black-cutwork-maxi
olive mode,Houston Belted Romper,"woman owned, black owned",", , ,",", , ,",,Regular price,From $28.00 USD,$28.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_ba4c2ece-30fc-462f-925c-40d236376c91.jpg?v=1612885809&width=533,https://www.olivemodeboutique.com/products/houston
olive mode,Ice Roller - Terracotta,"woman owned, black owned",", , ,",", , ,",,Regular price,$18.00 USD,$18.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/a386a56410869fe9a8053f2709894eab8b686b9b61da15fbdcb0fe21db9028a4.jpg?v=1696595107&width=533,https://www.olivemodeboutique.com/products/ice-roller-terracotta
olive mode,INSTANT CHAMPAGNE COCKTAIL KIT,"woman owned, black owned",", , ,",", , ,",,Regular price,$30.00 USD,$30.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/a8cbda610436feb43a5d41128dd56feaedd99cecc0ff2374c226799dca14a75e.png?v=1696595766&width=533,https://www.olivemodeboutique.com/products/instant-champagne-cocktail-kit
olive mode,Invite Only Bodysuit Sweater,"woman owned, black owned",", , ,",", , ,",,Regular price,From $38.00 USD,$38.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_a9338e64-a13b-48b6-b139-b7e1cd4a921e.jpg?v=1638730769&width=533,https://www.olivemodeboutique.com/products/sweater-bodysuit
olive mode,Jada Green Mesh Cargo Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,$108.00 USD,$108.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/Jada-Dress.jpg?v=1698890035&width=533,https://www.olivemodeboutique.com/products/jada-green-cargo-dress
olive mode,Janae Straw Clutch,"woman owned, black owned",", , ,",", , ,",,Regular price,$60.00 USD,$60.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_cc236bad-986b-4ad2-a7af-bed7886b2e61.heic?v=1655267640&width=533,https://www.olivemodeboutique.com/products/urban-expressions-evie-clutch
olive mode,Jizel Vertical Scrunch Crossbody,"woman owned, black owned",", , ,",", , ,",,Regular price,$80.00 USD,$80.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_f6a784f2-2c9a-4fb1-8891-f6b3d32b1977.heic?v=1655294247&width=533,https://www.olivemodeboutique.com/products/urban-expressions-rylee-clutch
olive mode,Kelly Red Cutout Strappy Jumpsuit,"woman owned, black owned",", , ,",", , ,",,Regular price,$159.00 USD,$159.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_bde5ca65-842c-4b2a-9a86-858a503f0530.jpg?v=1670793806&width=533,https://www.olivemodeboutique.com/products/red-cutout-strappy-jumpsuit
olive mode,Laneige Lip Sleeping Mask Treatment Balm Care,"woman owned, black owned",", , ,",", , ,",,Regular price,$24.00 USD,$24.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/e1d41211a980180f13c7cf2147ed01c232c8cb951d1728419c3f066a70b8ccd1.png?v=1680700241&width=533,https://www.olivemodeboutique.com/products/best-beauty-group-laneige-lip-sleeping-mask-treatment-balm-care
olive mode,Last Call Vegan Leather Skirt,"woman owned, black owned",", , ,",", , ,",,Regular price,$92.00 USD,$92.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_84ab8255-7a69-45b6-96fd-337042a38f39.jpg?v=1682947044&width=533,https://www.olivemodeboutique.com/products/faux-leather-skirt
olive mode,Link Anklet,"woman owned, black owned",", , ,",", , ,",,Regular price,$35.00 USD,$35.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/3a1b23d18a5e4135c91a965c0b9a3406b8b751f07f43a01b9876b7d716c5dc99.jpg?v=1650245528&width=533,https://www.olivemodeboutique.com/products/brenda-grands-jewelry-marine-anklet
olive mode,Lock Earrings,"woman owned, black owned",", , ,",", , ,",,Regular price,$52.00 USD,$52.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/FullSizeRender_962bb46d-44d6-419b-8488-56122ca0b578.heic?v=1697930929&width=533,https://www.olivemodeboutique.com/products/codie-lock-earrings-gold-2
olive mode,Luxe Shower Cap - Floral,"woman owned, black owned",", , ,",", , ,",,Regular price,$24.00 USD,$24.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/1556197145.jpg?v=1634752172&width=533,https://www.olivemodeboutique.com/products/kitsch-luxe-shower-cap-floral
olive mode,Malibu Slit Off White Dress,"woman owned, black owned",", , ,",", , ,",,Regular price,$65.00 USD,$65.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/files/DAF08ACC-063F-4139-933D-408B0DF8DFA1.jpg?v=1682946894&width=533,https://www.olivemodeboutique.com/products/malibu-slit-off-white-dress
olive mode,Maui Ruched Side Slit Midi Skirt,"woman owned, black owned",", , ,",", , ,",,Regular price,From $45.00 USD,$45.00 USD,Regular price,https://www.olivemodeboutique.com/cdn/shop/products/image_57f0097d-df95-4560-a2a8-f10210115df0.jpg?v=1650233461&width=533,https://www.olivemodeboutique.com/products/ruched-side-slit-midi-skirt
